protein	whole.name	biological.process.function	protein.type.	RNA.type	localization	description	yORF	binds.to.constructs	compartment	go_rna_bind	pfam	hsapiens_hom	h_pfam	h_go_bind	h_go_rel	Parker	Gerber	Merve	KOhaploid	overexp	r1 filter	r1+1 filter	rpuf3 filter
JIP5	Jumonji domain Interacting Protein	ribosomal large subunit biogenesis	ribosome	rRNA		"Protein required for biogenesis of the large ribosomal subunit; required for biogenesis of the large ribosomal subunit; interacts with proteins involved in RNA processing, ribosome biogenesis, ubiquitination and demethylation; similar to WDR55, a human WD repeat protein; essential gene"	YPR169W	60	nucleus, nucleolus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
JJJ1	J-protein (Type III)	ribosomal large subunit biogenesis	ribosome	rRNA		"Co-chaperone that stimulates the ATPase activity of Ssa1p; required for a late step of ribosome biogenesis; associated with the cytosolic large ribosomal subunit; contains a J-domain; mutation causes defects in fluid-phase endocytosis"	YNL227C	6	cytoplasm	FALSE	zf-C2H2_jaz	DNAJC21	zf-C2H2_jaz	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
KAR2	KARyogamy	response to unfolded protein	cell transport			"ATPase involved in protein import into the ER; also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p"	YJL034W	16		FALSE				FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
KAR3	KARyogamy	meiotic nuclear division	cell transport			"Minus-end-directed microtubule motor; functions in mitosis and meiosis, localizes to the spindle pole body and localization is dependent on functional Cik1p, required for nuclear fusion during mating; potential Cdc28p substrate"	YPR141C	1	nucleus	FALSE		"KIFC3;KIFC1;KIF25;KIFC2"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
KEL3	KELch	unknown (3)				Cytoplasmic protein of unknown function	YPL263C	90	cytoplasm	FALSE		KLHDC4		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
KIP3	KInesin related Protein	mitotic spindle assembly 	cell transport			"Kinesin-related antiparallel sliding motor protein; involved in mitotic spindle positioning; sliding activity promotes bipolar spindle assembly and maintenance of genome stability; inhibits spindle elongation, destabilizing late anaphase spindle microtubules that polymerize beyond the midzone"	YGL216W	1		FALSE		"KIF18B;KIF24;KIF27;KIF2A;KIF4B;KIF22;KIF19;KIF21A;KIF2B;KIF7;KIF2C;KIF4A;KIF21B;KIF12;KIF18A"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
KRI1	KRR1-Interacting protein 	ribosome biogenesis	ribosome	rRNA		"Essential nucleolar protein required for 40S ribosome biogenesis; associate with snR30; physically and functionally interacts with Krr1p"	YNL308C	37	nucleolus, cytoplasm	FALSE		KRI1		TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
KRR1	contains KRR-R motif 	ribosomal small subunit biogenesis 	ribosome	rRNA		"Nucleolar protein required for rRNA synthesis and ribosomal assembly; required for the synthesis of 18S rRNA and for the assembly of 40S ribosomal subunit; essential gene"	YCL059C	4	nucleolus, cytoplasm	TRUE		KRR1		TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
KRS1	Lysyl (K) tRNA Synthetase	lysyl-tRNA aminoacylation		tRNA		Lysyl-tRNA synthetase	YDR037W	17		FALSE	tRNA-synt_2, tRNA_anti-codon	KARS	tRNA-synt_2, tRNA_anti-codon	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
KTR1	Kre Two Related	protein N-linked glycosylation 	enzyme			"Alpha-1,2-mannosyltransferase; involved in O- and N-linked protein glycosylation; type II membrane protein; member of the KRE2/MNT1 mannosyltransferase family; relocalizes from vacuole to cytoplasm upon DNA replication stress "	YOR099W	1		FALSE				FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
LEO1	LEft Open reading frame	positive regulation of transcription elongation from RNA polymerase I promoter 	transcription level			"Component of the Paf1 complex; which associates with RNA polymerase II and is involved in histone methylation; plays a role in regulating Ty1 transposition; involved in transcription elongation as demonstrated by the G-less-based run-on (GLRO) assay"	YOR123C	1	nucleus	TRUE		LEO1		FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
LHS1	Lumenal Hsp Seventy	posttranslational protein targeting to membrane, translocation	molecular chaperone			"Molecular chaperone of the endoplasmic reticulum lumen; involved in polypeptide translocation and folding; nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p; regulated by the unfolded protein response pathway"	YKL073W	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
LOA1	Lysophosphatidic acid: Oleoyl-CoA Acyltransferase	lipid particle organization	enzyme			"Lysophosphatidic acid acyltransferase; involved in triacelglyceride homeostasis and lipid droplet formation; localized to lipid droplets and the ER; specificity for oleoyl-CoA"	YPR139C	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
LOC1	LOCalization of mRNA	intracellular mRNA localization				"Nuclear protein involved in asymmetric localization of ASH1 mRNA; binds double-stranded RNA in vitro; constituent of 66S pre-ribosomal particles; required at post-transcriptional step for efficient retrotransposition; absence results in decreased Ty1 Gag:GFP protein levels; relocalizes from nucleus to cytoplasm upon DNA replication stress"	YFR001W	29	nucleus, nucleolus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
LSC2	Ligase of Succinyl-CoA	succinyl-CoA metabolic process	enzyme			"Beta subunit of succinyl-CoA ligase; succinyl-CoA ligase is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate"	YGR244C	1	mitochondrion	FALSE		"SUCLG2;SUCLA2"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
LSM4	Like SM	cytoplasmic mRNA processing body				"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; forms cytoplasmic foci upon DNA replication stress"	YER112W	1	nucleus, cytoplasm	TRUE	LSM	LSM4	LSM	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
LTV1	Low Temperature Viability	ribosomal small subunit export from nucleus	ribosome	rRNA		"Component of the GSE complex; GSE is required for proper sorting of amino acid permease Gap1p; required for ribosomal small subunit export from nucleus; required for growth at low temperature"	YKL143W	1	cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MAE1	MAlic Enzyme	pyruvate metabolic process	enzyme			"Mitochondrial malic enzyme; catalyzes the oxidative decarboxylation of malate to pyruvate, which is a key intermediate in sugar metabolism and a precursor for synthesis of several amino acids"	YKL029C	1	mitochondrion	FALSE		"ME3;ME1;ME2"		FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MAK11	MAintenance of Killer	ribosomal large subunit assembly	ribosome	rRNA		"Protein involved in an early step of 60S ribosomal subunit biogenesis; essential for cell growth and replication of killer M1 dsRNA virus; contains four beta-transducin repeats"	YKL021C	13	nucleus, nucleolus	FALSE		PAK1IP1		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
MAK16	MAintenance of Killer	ribosomal large subunit biogenesis	ribosome	rRNA		"Essential nuclear protein; constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus"	YAL025C	16		FALSE	Ribosomal_L28e	MAK16	Ribosomal_L28e	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
MAK5	MAintenance of Killer	ribosomal large subunit biogenesis	ribosome	rRNA		"Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits"	YBR142W	4	nucleus, nucleolus	TRUE	DEAD	DDX24	DEAD	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
MAM3		mitochondrion organization	cell morphology		mitochondria	"Protein required for normal mitochondrial morphology; has similarity to hemolysins"	YOL060C	1		FALSE		"CNNM2;CNNM3;CNNM1;CNNM4"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MAP1	Methionine AminoPeptidase	negative regulation of gene expression	enzyme			"Methionine aminopeptidase; catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially redundant with that of Map2p"	YLR244C	2	nucleus, cytoplasm	FALSE		"METAP1D;METAP1"		FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
MDM20	Mitochondrial Distribution and Morphology	mitochondrion inheritance	enzyme			"Non-catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitochondrial inheritance and actin assembly"	YOL076W	3	cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MDV1	Mitochondrial DiVision	mitochondrial fission 	cell morphology			"Peripheral protein of cytosolic face of mitochondrial outer membrane; required for mitochondrial fission; interacts with Fis1p and with the dynamin-related GTPase Dnm1p; contains WD repeats; MDV1 has a paralog, CAF4, that arose from the whole genome duplication"	YJL112W	2	mitochondrion	FALSE		WDR48		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MES1	MEthionyl-tRNA Synthetase	methionyl-tRNA aminoacylation	enzyme	tRNA		"Methionyl-tRNA synthetase; forms a complex with glutamyl-tRNA synthetase (Gus1p) and Arc1p, which increases the catalytic efficiency of both tRNA synthetases; also has a role in nuclear export of tRNAs; mutations in human ortholog MARS are associated with pediatric pulmonary alveolar proteinosis"	YGR264C	3	cytoplasm	FALSE	MetRS-N, tRNA-synt_1g	MARS	tRNA-synt_1g	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
MET6	METhionine requiring	methionine biosynthetic process	enzyme			"Cobalamin-independent methionine synthase; involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate, similar to bacterial metE homologs"	YER091C	6	cytoplasm	FALSE				FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MKS1	Multicopy Kinase Suppressor	mitochondria-nucleus signaling pathway	transcription level			"Pleiotropic negative transcriptional regulator; involved in Ras-CAMP and lysine biosynthetic pathways and nitrogen regulation; involved in retrograde (RTG) mitochondria-to-nucleus signaling"	YNL076W	1	cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MLP2	Myosin-Like Protein	poly(A)+ mRNA export from nucleus 				"Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog, MLP1, that arose from the whole genome duplication"	YIL149C	2		FALSE		TPR		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
MNN5	MaNNosyltransferase	protein glycosylation 	enzyme			"Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment"	YJL186W	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
MPD1	Multicopy suppressor of PDI1 deletion	protein folding	enzyme			"Member of the protein disulfide isomerase (PDI) family; interacts with and inhibits the chaperone activity of Cne1p; MPD1 overexpression in a pdi1 null mutant suppresses defects in Pdi1p functions such as carboxypeptidase Y maturation"	YOR288C	1		FALSE		"PDIA5;PDIA6;DNAJC10;TXNDC5"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
MPP6	M-Phase Phosphoprotein 6 homologue	nuclear mRNA surveillance of mRNA 3'-end processing 				"Nuclear exosome-associated RNA binding protein; involved in surveillance of pre-rRNAs and pre-mRNAs, and the degradation of cryptic non-coding RNAs (ncRNA); copurifies with ribosomes; relocalizes to the cytosol in response to hypoxia"	YNR024W	3	nucleus	TRUE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
MRH1	Membrane protein Related to Hsp30p	unknown(2)				"Protein that localizes primarily to the plasma membrane; also found at the nuclear envelope; long-lived protein that is asymmetrically retained in the plasma membrane of mother cells; the authentic, non-tagged protein is detected in mitochondria in a phosphorylated state; null mutation confers sensitivity to acetic acid"	YDR033W	35		FALSE				FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
MRM1	Mitochondrial rRNA Methyltransferase	rRNA modification 	ribosome	rRNA		"Ribose methyltransferase; modifies a functionally critical, conserved nucleotide in mitochondrial 21S rRNA"	YOR201C	1	mitochondrion	TRUE	SpoU_methylase, SpoU_sub_bind	MRM1	SpoU_methylase, SpoU_sub_bind	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MRP7	Mitochondrial Ribosomal Protein	mitochondrial translation	ribosome	rRNA		Mitochondrial ribosomal protein of the large subunit	YNL005C	1	mitochondrion	FALSE	Ribosomal_L27	MRPL27	Ribosomal_L27	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MRPL16	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial large ribosomal subunit	ribosome	rRNA		"Mitochondrial ribosomal protein of the large subunit; homologous to bacterial L16 ribosomal protein; synthetic lethality with hac1 mutation suggests a possible role in synthesis of precursors for protein glycosylation "	YBL038W	3	mitochondrion	FALSE	Ribosomal_L16			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
MRPL20	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial translation 	ribosome	rRNA		Mitochondrial ribosomal protein of the large subunit	YKR085C	1	mitochondrion	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MRPL24	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial translation	ribosome	rRNA		"Mitochondrial ribosomal protein of the large subunit; two mitochondrial ribosomal proteins, YmL14 and YmL24, have been assigned to the same gene"	YMR193W	4	nucleolus	FALSE	Ribosomal_L28			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MRPL25	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial translation	ribosome	rRNA		"Mitochondrial ribosomal protein of the large subunit; mutation confers increased replicative lifespan"	YGR076C	8	mitochondrion	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
MRPL31	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial translation	ribosome	rRNA		Mitochondrial ribosomal protein of the large subunit	YKL138C	5	mitochondrion	FALSE	L31			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
MRPL32	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial translation 	ribosome	rRNA		"Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress"	YCR003W	1	mitochondrion	FALSE	Ribosomal_L32p			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MRPL39	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial translation	ribosome	rRNA		Mitochondrial ribosomal protein of the large subunit	YML009C	2	mitochondrion	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MRS6	Mitochondrial RNA Splicing	ER to Golgi vesicle-mediated transport 	enzyme			"Rab escort protein; forms a complex with the Ras-like small GTPase Ypt1p that is required for the prenylation of Ypt1p by protein geranylgeranyltransferase type II (Bet2p-Bet4p); sequence similarity to mammalian choroideraemia gene; relative distribution to the nucleus increases upon DNA replication stress"	YOR370C	1	nucleus, cytoplasm	FALSE				FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
MRPS28	Mitochondrial Ribosomal Protein, Small subunit	mitochondrial translation	ribosome	rRNA		Mitochondrial ribosomal protein of the small subunit	YDR337W	6	mitochondrion	TRUE	Ribosomal_S15			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
MSA2	Mbf and Sbf Associated	regulation of transcription involved in G1/S transition of mitotic cell cycle	transcription level			"Putative transcriptional activator; interacts with G1-specific transcription factor MBF and G1-specific promoters; MSA2 has a paralog, MSA1, that arose from the whole genome duplication"	YKR077W	1	nucleus, cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MSI1	Multicopy Suppressor of IRA1	DNA replication-dependent nucleosome assembly 	chromatin			"Subunit of chromatin assembly factor I (CAF-1); chromatin assembly by CAF-1 affects multiple processes including silencing at telomeres, mating type loci, and rDNA; maintenance of kinetochore structure; deactivation of DNA damage checkpoint after DNA repair; chromatin dynamics during transcription; and repression of divergent noncoding transcription; Msi1p localizes to nucleus and cytoplasm and independently regulates the RAS/cAMP pathway via sequestration of Npr1p kinase"	YBR195C	3	nucleus, cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
MSS51	Mitochondrial Splicing Suppressor	positive regulation of mitochondrial translation				"Specific translational activator for the mitochondrial COX1 mRNA; loosely associated with the matrix face of the mitochondrial inner membrane; localizes to vacuole membrane in response to H2O2; influences both COX1 mRNA translation and Cox1p assembly into cytochrome c oxidase; binds to heme B, which may be a mechanism for sensing oxygen levels in order to regulate cytochrome c oxidase biogenesis"	YLR203C	3	mitochondrion	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
NAB2	Nuclear polyAdenylated RNA-Binding	poly(A)+ mRNA export from nucleus / mRNA polyadenylation				"Nuclear polyadenylated RNA-binding protein; required for nuclear mRNA export and poly(A) tail length control; stimulates RNA polymerase III transcription by enhancing TFIIIB binding to promoters; protects mRNA against decay by the nuclear exosome in a poly(A)-tail-dependent manner; involved in forming export-competent mRNPs in the nucleus; autoregulates mRNA levels; NLS binds Kap104p; protein abundance increases under DNA replication stress; related to human hnRNPs"	YGL122C	1	nucleus	TRUE	Nab2			FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
NAF1	Nuclear Assembly Factor	box H/ACA snoRNP assembly 	ribosome	rRNA		"RNA-binding protein required for the assembly of box H/ACA snoRNPs; thus required for pre-rRNA processing; forms a complex with Shq1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; similar to Gar1p"	YNL124W	11	nucleus	TRUE	Gar1	NAF1	Gar1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
NAT1	N-terminal AcetylTransferase	N-terminal protein amino acid acetylation	enzyme			"Subunit of protein N-terminal acetyltransferase NatA; NatA comprised of Nat1p, Ard1p, and Nat5p; N-terminally acetylates many proteins to influence multiple processes such as cell cycle progression, heat-shock resistance, mating, sporulation, telomeric silencing and early stages of mitophagy; orthologous to human NAA15; expression of both human NAA10 and NAA15 functionally complements ard1 nat1 double mutant although single mutations are not complemented by their orthologs"	YDL040C	3	cytoplasm	FALSE		"NAA15;NAA16"		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
NCL1	NuCLear protein	tRNA methylation				"S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase; methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; increases proportion of tRNALeu(CAA) with m5C at wobble position in response to hydrogen peroxide, causing selective translation of mRNA from genes enriched in TTG codon; loss of NCL1 confers hypersensitivity to oxidative stress; similar to Nop2p and human proliferation associated nucleolar protein p120"	YBL024W	1	nucleus	TRUE		NSUN2		TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
NEO1	NEOmycin-resistance	phospholipid translocation	transporter			"Phospholipid translocase (flippase), role in phospholipid asymmetry of plasma membrane; involved in endocytosis, vacuolar biogenesis and Golgi to ER vesicle-mediated transport; localizes to endosomes and the Golgi apparatus"	YIL048W	1		FALSE		"ATP9A;ATP9B"		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
NET1	Nucleolar silencing Establishing factor and Telophase regulator	chromatin silencing at rDNA	transcription level			"Core subunit of the RENT complex; involved in nucleolar silencing and telophase exit; stimulates transcription by RNA polymerase I and regulates nucleolar structure; NET1 has a paralog, TOF2, that arose from the whole genome duplication"	YJL076W	51	nucleolus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
NHP2	Non-Histone Protein	cleavage involved in rRNA processing 	ribosome	rRNA		"Protein related to mammalian high mobility group (HMG) proteins; nuclear protein; essential for function of H/ACA-type snoRNPs, which are involved in 18S rRNA processing"	YDL208W	24	nucleolus	TRUE	Ribosomal_L7Ae	NHP2	Ribosomal_L7Ae	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
NHP10	Non-Histone Protein	double-strand break repair 	chromatin			"Non-essential INO80 chromatin remodeling complex subunit; preferentially binds DNA ends, protecting them from exonucleatic cleavage; deletion affects telomere maintenance via recombination; related to mammalian high mobility group proteins"	YDL002C	1	nucleus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
NIP7	Nuclear ImPort	ribosomal large subunit biogenesis	ribosome	rRNA		"Nucleolar protein required for 60S ribosome subunit biogenesis; constituent of 66S pre-ribosomal particles; physically interacts with Nop8p and the exosome subunit Rrp43p"	YPL211W	1	nucleus, nucleolus	TRUE	UPF0113	NIP7	UPF0113	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
NMA1	Nicotinamide Mononucleotide Adenylyltransferase	NAD biosynthetic process 	enzyme			"Nicotinic acid mononucleotide adenylyltransferase; catalyzes the transfer of the adenylyl moiety of ATP to nicotinamide mononucleotide to form NAD; involved in pathways of NAD biosynthesis, including the de novo, NAD(+) salvage, and nicotinamide riboside salvage pathways; homolog of human NMNAT; NMA1 has a paralog, NMA2, that arose from the whole genome duplication"	YLR328W	1	nucleus, cytoplasm	FALSE		"NMNAT3;NMNAT2;NMNAT1"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
NOC2	NucleOlar Complex associated	ribosomal large subunit biogenesis / mRNA binding 	ribosome	rRNA		"Protein involved in ribosome biogenesis; forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes; forms a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit"	YOR206W	18	nucleus, nucleolus	FALSE	Noc2	NOC2L	Noc2	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
NOC3	NucleOlar Complex associated	rRNA processing 	ribosome	rRNA		"Subunit of a nuclear complex with Noc2p and pre-replicative complexes; the Noc2p-Noc3p complex binds to 66S ribosomal precursors to mediate their maturation and intranuclear transport; binds to chromatin at active replication origins, and is required for pre-RC formation and maintenance during DNA replication licensing"	YLR002C	16	nucleus, nucleolus	FALSE	CBF, NOC3p	NOC3L	NOC3p, CBF	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
NOC4	NucleOlar Complex associated	ribosomal small subunit biogenesis	ribosome	rRNA		"Nucleolar protein; forms a complex with Nop14p that mediates maturation and nuclear export of 40S ribosomal subunits; relocalizes to the cytosol in response to hypoxia"	YPR144C	1	nucleus	FALSE	CBF	NOC4L	CBF	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
NOP1	NucleOlar Protein	snoRNA processing 	ribosome	rRNA		"Histone glutamine methyltransferase, modifies H2A at Q105 in nucleolus; component of the small subunit processome complex, which is required for processing of pre-18S rRNA; ortholog of mammalian fibrillarin; inviability of the null mutant is functionally complemented by human FBL"	YDL014W	15		TRUE	Fibrillarin	"FBL;FBLL1"	Fibrillarin	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
NOP10	NucleOlar Protein	snRNA pseudouridine synthesis	ribosome	rRNA		"Subunit of box H/ACA snoRNP complex; required for pseudouridylation and processing of pre-18S rRNA"	YHR072W-A	12	nucleolus	TRUE	Nop10p	NOP10	Nop10p	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
NOP12	NucleOlar Protein	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	ribosome	rRNA		"Nucleolar protein involved in pre-25S rRNA processing; also involved in biogenesis of large 60S ribosomal subunit; contains an RNA recognition motif (RRM); binds to Ebp2; similar to Nop13p and Nsr1p"	YOL041C	2	nucleolus	TRUE	RRM_1	RBM34	RRM_1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
NOP14	NucleOlar Protein	rRNA processing	ribosome	rRNA		"Nucleolar protein; forms a complex with Noc4p that mediates maturation and nuclear export of 40S ribosomal subunits; also present in the small subunit processome complex, which is required for processing of pre-18S rRNA"	YDL148C	7		FALSE	Nop14	NOP14	Nop14	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
NOP15	NucleOlar Protein	ribosomal large subunit biogenesis	ribosome	rRNA		"Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis; localizes to both nucleolus and cytoplasm"	YNL110C	64	nucleus, nucleolus	TRUE	RRM_1	NIFK	RRM_1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
NOP16	NucleOlar Protein	ribosomal large subunit biogenesis	ribosome	rRNA		"Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis"	YER002W	26	nucleus, nucleolus	FALSE	Nop16			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
NOP4	NucleOlar Protein	ribosomal large subunit biogenesis / mRNA binding	ribosome	rRNA		"Nucleolar protein; essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; contains four RNA recognition motifs (RRMs)"	YPL043W	6	nucleus, nucleolus	TRUE	RRM_1	RBM28	RRM_1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
